country,site,year,date,gear,inside_area,species,length_cm,count
Indonesia,Karimunjawa National Park,2004,8/22/04,Pocong,Inside,Plectropomus leopardus,31.049,1
Indonesia,Karimunjawa National Park,2004,8/22/04,Pocong,Inside,Plectropomus oligacanthus,46.752,1
Indonesia,Karimunjawa National Park,2004,8/22/04,Pocong,Inside,Plectropomus oligacanthus,37.262,1
Indonesia,Karimunjawa National Park,2004,8/22/04,Pocong,Inside,Plectropomus oligacanthus,29.362,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Pocong,Inside,Caesio cuning,19.903,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Pocong,Inside,Caesio cuning,28.341,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Pocong,Inside,Caesio cuning,26.806,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Pocong,Inside,Caesio cuning,26.056,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Pocong,Inside,Caesio cuning,29.291,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Pocong,Inside,Caesio cuning,35.531,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Pocong,Inside,Caesio cuning,32.152,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Muroami,Inside,Plectropomus oligacanthus,46.695,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Muroami,Inside,Caesio cuning,26.592,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Muroami,Inside,Caesio cuning,27.252,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Muroami,Inside,Caesio cuning,30.541,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Muroami,Inside,Caesio cuning,41.121,1
Indonesia,Karimunjawa National Park,2004,8/23/04,Muroami,Inside,Caesio cuning,32.419,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Pocong,Inside,Caesio cuning,29.416,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Pocong,Inside,Caesio cuning,25.02,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Pocong,Inside,Caesio cuning,34.241,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Caesio cuning,16.716,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Caesio cuning,15.798,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Caesio cuning,23.925,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Caesio cuning,29.29,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Plectropomus oligacanthus,39.656,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Caesio cuning,24.53,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Caesio cuning,19.902,1
Indonesia,Karimunjawa National Park,2004,8/24/04,Muroami,Inside,Caesio cuning,29.148,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,28.76,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,27.516,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,33.52,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,27.227,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,25.303,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,29.603,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,32.934,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,26.991,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,37.055,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,30.014,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.582,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,19.221,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.942,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,22.617,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,19.283,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,18.55,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,19.26,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,18.164,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.333,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.78,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,19.788,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,22.303,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.449,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.66,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,24.75,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,22.209,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,24.776,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,22.698,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.105,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.481,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.45,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.783,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.84,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,19.711,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,23.329,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.923,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.722,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.197,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.046,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,20.655,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.533,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,19.69,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,23.446,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.891,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Pocong,Inside,Caesio cuning,21.121,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Muroami,Inside,Caesio cuning,32.023,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Muroami,Inside,Caesio cuning,24.882,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Muroami,Inside,Caesio cuning,30.018,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Muroami,Inside,Caesio cuning,28.758,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Muroami,Inside,Caesio cuning,30.123,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Handline,Inside,Caesio cuning,25.157,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Handline,Inside,Caesio cuning,30.969,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Handline,Inside,Caesio cuning,33.225,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Handline,Inside,Caesio cuning,30.015,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Handline,Inside,Caesio cuning,32.867,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Handline,Inside,Caesio cuning,33.263,1
Indonesia,Karimunjawa National Park,2004,8/25/04,Handline,Inside,Caesio cuning,31.805,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Gillnet,Inside,Scarus ghobban,25.107,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Gillnet,Outside,Caesio cuning,29.938,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Gillnet,Outside,Caesio cuning,28.07,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Handline,Outside,Caranx ignobilis,33.513,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Handline,Outside,Caesio cuning,31.729,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,22.542,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,25.899,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,19.949,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,20.844,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,22.016,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,33.138,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,33.794,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,30.41,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,18.997,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,22.098,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Pocong,Inside,Caesio cuning,27.571,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Muroami,Inside,Caesio cuning,27.714,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Muroami,Inside,Caesio cuning,31.568,1
Indonesia,Karimunjawa National Park,2004,8/26/04,Muroami,Inside,Caesio cuning,29.707,1
Indonesia,Karimunjawa National Park,2004,8/28/04,Handline,Inside,Caesio cuning,24.011,1
Indonesia,Karimunjawa National Park,2004,8/28/04,Handline,Inside,Caesio cuning,26.716,1
Indonesia,Karimunjawa National Park,2004,8/28/04,Handline,Inside,Caesio cuning,32.932,1
Indonesia,Karimunjawa National Park,2004,8/28/04,Handline,Inside,Caesio cuning,29.847,1
Indonesia,Karimunjawa National Park,2004,8/28/04,Handline,Inside,Caesio cuning,28.714,1
Indonesia,Karimunjawa National Park,2004,8/28/04,Handline,Inside,Caesio cuning,27.767,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Gillnet,Inside,Scarus ghobban,23.434,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Handline,Inside,Plectropomus oligacanthus,46.739,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Handline,Inside,Plectropomus oligacanthus,49.712,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Handline,Inside,Plectropomus oligacanthus,47.932,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Handline,Inside,Plectropomus oligacanthus,46.92,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Handline,Inside,Plectropomus oligacanthus,45.554,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Pocong,Inside,Caesio cuning,18.636,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Pocong,Inside,Caesio cuning,17.906,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Pocong,Inside,Caesio cuning,20.469,1
Indonesia,Karimunjawa National Park,2004,8/29/04,Pocong,Inside,Caesio cuning,22.41,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Pocong,Inside,Caesio cuning,24.23,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Pocong,Inside,Caesio cuning,27.129,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Pocong,Inside,Caesio cuning,25.024,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Pocong,Inside,Plectropomus oligacanthus,40.634,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Handline,Outside,Caranx ignobilis,44.813,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Handline,Outside,Caranx ignobilis,45.244,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Handline,Outside,Plectropomus oligacanthus,49.4,1
Indonesia,Karimunjawa National Park,2004,8/30/04,Handline,Outside,Plectropomus oligacanthus,45.112,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,22.228,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,20.425,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,21.764,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,21.148,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Scarus ghobban,35.776,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Scarus ghobban,38.386,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,24.12,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,30.971,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,31.305,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,35.5,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,31.36,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,29.387,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,29.32,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Pocong,Inside,Caesio cuning,25.976,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Plectropomus oligacanthus,30.25,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Plectropomus oligacanthus,39.963,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Plectropomus oligacanthus,38.485,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,33.942,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,35.662,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,27.462,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,28.282,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Plectropomus oligacanthus,58.593,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Plectropomus oligacanthus,49.896,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Plectropomus oligacanthus,42.901,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Outside,Caesio cuning,34.736,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Outside,Caesio cuning,33.588,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Outside,Caesio cuning,31.738,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Outside,Caesio cuning,34.667,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,32.817,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,32.572,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,31.504,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,29.893,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,28.412,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,32.334,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,30.465,1
Indonesia,Karimunjawa National Park,2004,8/31/04,Handline,Inside,Caesio cuning,25.845,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,28.179,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,27.171,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,28.968,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,31.273,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,26.541,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,25.111,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,34.323,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Caesio cuning,26.474,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Pocong,Inside,Plectropomus leopardus,36.321,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Trap,Inside,Caesio cuning,24.6,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Handline,Inside,Caesio cuning,37.999,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Handline,Inside,Caesio cuning,26.987,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Handline,Inside,Caesio cuning,29.977,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Handline,Inside,Caesio cuning,26.418,1
Indonesia,Karimunjawa National Park,2004,9/1/04,Handline,Inside,Caesio cuning,28.271,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Gillnet,Inside,Scarus ghobban,25.254,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Pocong,Inside,Plectropomus oligacanthus,40.592,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Pocong,Inside,Plectropomus oligacanthus,32.782,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Pocong,Inside,Caesio cuning,35.044,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Pocong,Inside,Caesio cuning,27.397,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Pocong,Inside,Caesio cuning,30.83,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Pocong,Inside,Caesio cuning,32.54,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Handline,Outside,Plectropomus oligacanthus,48.075,1
Indonesia,Karimunjawa National Park,2004,9/2/04,Handline,Outside,Plectropomus oligacanthus,49.362,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Muroami,Inside,Caesio cuning,33.553,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Muroami,Inside,Scarus ghobban,29.468,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Muroami,Inside,Plectropomus oligacanthus,62.144,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Handline,Inside,Caesio cuning,29.862,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Handline,Inside,Caesio cuning,31.62,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Handline,Inside,Caesio cuning,31.077,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Handline,Inside,Caesio cuning,33.86,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Handline,Outside,Caesio cuning,28.669,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Handline,Outside,Caesio cuning,33.728,1
Indonesia,Karimunjawa National Park,2004,9/4/04,Handline,Outside,Caesio cuning,32.864,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Gillnet,Inside,Scarus ghobban,25.652,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,29.708,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,33.838,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,32.064,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,35.108,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,31.577,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Outside,Plectropomus oligacanthus,46.887,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,29.991,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,35.127,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Muroami,Inside,Caesio cuning,30.408,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Muroami,Inside,Scarus ghobban,26.142,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,33.242,1
Indonesia,Karimunjawa National Park,2004,9/5/04,Handline,Inside,Caesio cuning,31.799,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Handline,Inside,Plectropomus oligacanthus,38.982,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Handline,Inside,Plectropomus oligacanthus,41.445,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Handline,Inside,Plectropomus oligacanthus,42.298,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Handline,Inside,Plectropomus oligacanthus,46.484,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Pocong,Inside,Caesio cuning,31.334,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Pocong,Inside,Caesio cuning,34.183,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Pocong,Inside,Caesio cuning,28.923,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Pocong,Inside,Plectropomus oligacanthus,47.395,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Pocong,Inside,Plectropomus oligacanthus,43.31,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Trap,Inside,Plectropomus oligacanthus,55.618,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Gillnet,Inside,Scarus ghobban,29.676,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Muroami,Outside,Plectropomus oligacanthus,51.843,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Muroami,Outside,Caesio cuning,20.969,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Muroami,Outside,Caesio cuning,28.942,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Muroami,Outside,Caesio cuning,25.206,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Muroami,Outside,Caesio cuning,24.915,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Muroami,Outside,Caesio cuning,27.312,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Trolling,Outside,Caesio cuning,35.85,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Handline,Outside,Plectropomus oligacanthus,45.807,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Handline,Outside,Plectropomus oligacanthus,46.964,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Trap,Inside,Plectropomus leopardus,42.944,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Trap,Inside,Plectropomus oligacanthus,48.747,1
Indonesia,Karimunjawa National Park,2004,9/6/04,Trap,Inside,Plectropomus oligacanthus,47.168,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Pocong,Inside,Caesio cuning,20.127,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Pocong,Inside,Caesio cuning,27.884,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Pocong,Inside,Caesio cuning,28.868,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Pocong,Inside,Caesio cuning,33.11,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Pocong,Inside,Caesio cuning,31.221,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Pocong,Inside,Caesio cuning,31.539,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Handline,Inside,Plectropomus oligacanthus,46.59,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Muroami,Inside,Caesio cuning,31.832,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Muroami,Inside,Caesio cuning,31.579,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Muroami,Inside,Caesio cuning,26.686,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Muroami,Inside,Caesio cuning,34.658,1
Indonesia,Karimunjawa National Park,2004,9/7/04,Muroami,Inside,Caesio cuning,30.763,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Speargun,Inside,Caesio cuning,36.706,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Muroami,Outside,Caesio cuning,36.411,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Trap,Inside,Plectropomus oligacanthus,51.758,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,26.391,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,26.191,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,32.374,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,30.696,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,33.772,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,31.711,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,29.934,1
Indonesia,Karimunjawa National Park,2004,9/8/04,Pocong,Inside,Caesio cuning,24.469,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Gillnet,Inside,Scarus ghobban,24.261,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Pocong,Inside,Caesio cuning,32.062,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Pocong,Inside,Caesio cuning,33.081,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Pocong,Inside,Caesio cuning,34.802,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Pocong,Inside,Caesio cuning,33.751,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Pocong,Inside,Caesio cuning,23.116,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Pocong,Inside,Caesio cuning,21.861,1
Indonesia,Karimunjawa National Park,2004,9/9/04,Gillnet,Inside,Scarus ghobban,29.979,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Bolbometopon muricatum,64.143,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Bolbometopon muricatum,91.382,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,23.196,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,26.477,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,22.583,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,22.419,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,24.262,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,23.394,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,27.859,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Caesio cuning,27.134,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Inside,Scarus ghobban,20.647,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Outside,Caesio cuning,23.676,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Outside,Caesio cuning,24.384,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Outside,Caesio cuning,26.711,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Outside,Caesio cuning,25.474,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Outside,Caesio cuning,32.565,1
Indonesia,Karimunjawa National Park,2004,11/29/04,Muroami,Outside,Caesio cuning,26.749,1
