country,site,year,date,gear,inside_area,species,length_cm,count
Indonesia,Karimunjawa National Park,2011,10/17/11,Trap,Inside,Lutjanus malabaricus,69,1
Indonesia,Karimunjawa National Park,2011,10/17/11,Trap,Inside,Lutjanus malabaricus,75,1
Indonesia,Karimunjawa National Park,2011,10/20/11,Speargun,Outside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2011,10/20/11,Speargun,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,10/20/11,Speargun,Inside,Scarus ghobban,23,1
Indonesia,Karimunjawa National Park,2011,10/25/11,Handline,Outside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,10/25/11,Handline,Inside,Lutjanus gibbus,36,1
Indonesia,Karimunjawa National Park,2011,10/25/11,Handline,Outside,Caesio cuning,27,1
Indonesia,Karimunjawa National Park,2011,10/25/11,Handline,Outside,Lutjanus malabaricus,35,1
Indonesia,Karimunjawa National Park,2011,10/25/11,Handline,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,10/25/11,Handline,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,10/25/11,Handline,Outside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,10/26/11,Handline,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,10/27/11,Speargun,Outside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,10/27/11,Speargun,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,10/27/11,Speargun,Outside,Plectropomus leopardus,38,1
Indonesia,Karimunjawa National Park,2011,10/27/11,Speargun,Outside,Plectropomus leopardus,37,1
Indonesia,Karimunjawa National Park,2011,10/27/11,Speargun,Outside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,10/27/11,Speargun,Outside,Plectropomus oligacanthus,43,1
Indonesia,Karimunjawa National Park,2011,10/27/11,Speargun,Outside,Plectropomus leopardus,48,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Speargun,Outside,Plectropomus oligacanthus,40,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Speargun,Outside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,52,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,49,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,49,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,50,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,49,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,39,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,65,1
Indonesia,Karimunjawa National Park,2011,10/30/11,Handline,Outside,Lutjanus malabaricus,59,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Speargun,Outside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Speargun,Outside,Scarus ghobban,29,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Handline,Inside,Caranx ignobilis,64,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Handline,Inside,Caranx ignobilis,54,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Handline,Outside,Lutjanus malabaricus,65,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Handline,Outside,Lutjanus malabaricus,56,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Handline,Outside,Lutjanus malabaricus,57,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Handline,Outside,Lutjanus malabaricus,47,1
Indonesia,Karimunjawa National Park,2011,10/31/11,Handline,Outside,Lutjanus malabaricus,43,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/1/11,Handline,Outside,Lutjanus malabaricus,54,1
Indonesia,Karimunjawa National Park,2011,11/2/11,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,11/2/11,Handline,Inside,Caesio cuning,21,1
Indonesia,Karimunjawa National Park,2011,11/2/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,11/2/11,Handline,Outside,Lutjanus malabaricus,59,1
Indonesia,Karimunjawa National Park,2011,11/2/11,Handline,Outside,Lutjanus malabaricus,45,1
Indonesia,Karimunjawa National Park,2011,11/3/11,Handline,Outside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,11/3/11,Handline,Outside,Caesio cuning,22,1
Indonesia,Karimunjawa National Park,2011,11/3/11,Speargun,Inside,Scarus ghobban,28,1
Indonesia,Karimunjawa National Park,2011,11/3/11,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,11/5/11,Handline,Inside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,11/5/11,Handline,Inside,Lutjanus malabaricus,54,1
Indonesia,Karimunjawa National Park,2011,11/5/11,Handline,Outside,Lutjanus malabaricus,62,1
Indonesia,Karimunjawa National Park,2011,11/5/11,Handline,Outside,Lutjanus malabaricus,45,1
Indonesia,Karimunjawa National Park,2011,11/7/11,Speargun,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,11/7/11,Handline,Inside,Plectropomus oligacanthus,38,1
Indonesia,Karimunjawa National Park,2011,11/8/11,Handline,Inside,Plectropomus oligacanthus,46,1
Indonesia,Karimunjawa National Park,2011,11/8/11,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,11/8/11,Handline,Inside,Caesio cuning,22,1
Indonesia,Karimunjawa National Park,2011,11/10/11,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,11/10/11,Handline,Inside,Caesio cuning,20,1
Indonesia,Karimunjawa National Park,2011,11/10/11,Handline,Inside,Plectropomus oligacanthus,62,1
Indonesia,Karimunjawa National Park,2011,11/10/11,Handline,Inside,Plectropomus oligacanthus,58,1
Indonesia,Karimunjawa National Park,2011,11/10/11,Handline,Inside,Caesio cuning,21,1
Indonesia,Karimunjawa National Park,2011,11/10/11,Handline,Inside,Plectropomus leopardus,56,1
Indonesia,Karimunjawa National Park,2011,11/10/11,Handline,Inside,Plectropomus leopardus,53,1
Indonesia,Karimunjawa National Park,2011,11/13/11,Handline,Outside,Caesio cuning,27,1
Indonesia,Karimunjawa National Park,2011,11/15/11,Handline,Outside,Plectropomus oligacanthus,37,1
Indonesia,Karimunjawa National Park,2011,11/17/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,11/17/11,Handline,Inside,Plectropomus oligacanthus,38,1
Indonesia,Karimunjawa National Park,2011,11/17/11,Speargun,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,11/19/11,Speargun,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,11/19/11,Speargun,Inside,Scarus ghobban,29,1
Indonesia,Karimunjawa National Park,2011,11/23/11,Speargun,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2011,11/23/11,Speargun,Inside,Plectropomus oligacanthus,40,1
Indonesia,Karimunjawa National Park,2011,11/24/11,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2011,11/24/11,Handline,Inside,Plectropomus leopardus,43,1
Indonesia,Karimunjawa National Park,2011,11/24/11,Handline,Inside,Plectropomus oligacanthus,39,1
Indonesia,Karimunjawa National Park,2011,11/24/11,Handline,Inside,Plectropomus oligacanthus,43,1
Indonesia,Karimunjawa National Park,2011,11/24/11,Handline,Inside,Plectropomus oligacanthus,56,1
Indonesia,Karimunjawa National Park,2011,11/24/11,Handline,Inside,Plectropomus oligacanthus,56,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,36,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,36,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,62,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,62,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,62,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Outside,Lutjanus malabaricus,62,1
Indonesia,Karimunjawa National Park,2011,12/1/11,Handline,Inside,Plectropomus oligacanthus,52,1
Indonesia,Karimunjawa National Park,2011,12/3/11,Handline,Outside,Plectropomus oligacanthus,54,1
Indonesia,Karimunjawa National Park,2011,12/3/11,Handline,Outside,Plectropomus oligacanthus,43,1
Indonesia,Karimunjawa National Park,2011,12/3/11,Handline,Outside,Plectropomus oligacanthus,48,1
Indonesia,Karimunjawa National Park,2011,12/3/11,Handline,Outside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,12/3/11,Handline,Inside,Plectropomus oligacanthus,48,1
Indonesia,Karimunjawa National Park,2011,12/4/11,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,12/4/11,Speargun,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/4/11,Speargun,Inside,Scarus ghobban,29,1
Indonesia,Karimunjawa National Park,2011,12/4/11,Speargun,Inside,Plectropomus oligacanthus,40,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Inside,Caesio cuning,22,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Outside,Lutjanus malabaricus,64,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Outside,Lutjanus malabaricus,64,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Outside,Lutjanus malabaricus,64,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Outside,Lutjanus malabaricus,64,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2011,12/7/11,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,12/8/11,Handline,Outside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/8/11,Handline,Outside,Lutjanus malabaricus,62,1
Indonesia,Karimunjawa National Park,2011,12/8/11,Handline,Outside,Lutjanus malabaricus,59,1
Indonesia,Karimunjawa National Park,2011,12/8/11,Handline,Outside,Lutjanus malabaricus,59,1
Indonesia,Karimunjawa National Park,2011,12/8/11,Handline,Outside,Lutjanus malabaricus,59,1
Indonesia,Karimunjawa National Park,2011,12/8/11,Handline,Outside,Lutjanus malabaricus,59,1
Indonesia,Karimunjawa National Park,2011,12/8/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/11/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/11/11,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,12/11/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/12/11,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,12/12/11,Handline,Inside,Lutjanus malabaricus,45,1
Indonesia,Karimunjawa National Park,2011,12/12/11,Handline,Inside,Lutjanus malabaricus,56,1
Indonesia,Karimunjawa National Park,2011,12/12/11,Handline,Inside,Lutjanus malabaricus,56,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Handline,Inside,Lutjanus malabaricus,56,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Handline,Inside,Lutjanus gibbus,37,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Speargun,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Speargun,Inside,Plectropomus oligacanthus,46,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Speargun,Inside,Plectropomus oligacanthus,40,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Speargun,Inside,Plectropomus oligacanthus,54,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Handline,Inside,Plectropomus oligacanthus,38,1
Indonesia,Karimunjawa National Park,2011,12/13/11,Handline,Inside,Lutjanus malabaricus,58,1
Indonesia,Karimunjawa National Park,2011,12/14/11,Handline,Outside,Plectropomus oligacanthus,43,1
Indonesia,Karimunjawa National Park,2011,12/14/11,Handline,Outside,Plectropomus oligacanthus,54,1
Indonesia,Karimunjawa National Park,2011,12/14/11,Handline,Outside,Plectropomus oligacanthus,42,1
Indonesia,Karimunjawa National Park,2011,12/14/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/14/11,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2011,12/14/11,Handline,Inside,Plectropomus oligacanthus,38,1
Indonesia,Karimunjawa National Park,2011,12/15/11,Speargun,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/15/11,Speargun,Outside,Scarus ghobban,29,1
Indonesia,Karimunjawa National Park,2011,12/15/11,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2011,12/15/11,Handline,Inside,Lutjanus gibbus,39,1
Indonesia,Karimunjawa National Park,2011,12/17/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/17/11,Handline,Inside,Plectropomus oligacanthus,40,1
Indonesia,Karimunjawa National Park,2011,12/17/11,Handline,Inside,Plectropomus oligacanthus,42,1
Indonesia,Karimunjawa National Park,2011,12/17/11,Handline,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/17/11,Handline,Outside,Plectropomus oligacanthus,56,1
Indonesia,Karimunjawa National Park,2011,12/17/11,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,12/17/11,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,12/18/11,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/18/11,Handline,Inside,Lutjanus malabaricus,45,1
Indonesia,Karimunjawa National Park,2011,12/18/11,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2011,12/19/11,Speargun,Outside,Plectropomus oligacanthus,42,1
Indonesia,Karimunjawa National Park,2011,12/19/11,Speargun,Outside,Caesio cuning,27,1
Indonesia,Karimunjawa National Park,2011,12/19/11,Speargun,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2011,12/24/11,Speargun,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2011,12/24/11,Speargun,Outside,Plectropomus oligacanthus,38,1
Indonesia,Karimunjawa National Park,2011,12/24/11,Speargun,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,1/1/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/1/12,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2012,1/1/12,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/2/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/3/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,1/3/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,1/3/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,1/3/12,Handline,Inside,Caranx ignobilis,36,1
Indonesia,Karimunjawa National Park,2012,1/3/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/6/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,1/6/12,Speargun,Inside,Plectropomus oligacanthus,45,1
Indonesia,Karimunjawa National Park,2012,1/6/12,Speargun,Inside,Plectropomus leopardus,43,1
Indonesia,Karimunjawa National Park,2012,1/6/12,Speargun,Inside,Scarus ghobban,30,1
Indonesia,Karimunjawa National Park,2012,1/7/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/7/12,Handline,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2012,1/7/12,Handline,Inside,Lutjanus gibbus,45,1
Indonesia,Karimunjawa National Park,2012,1/7/12,Handline,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,1/8/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,1/8/12,Handline,Inside,Caesio cuning,22,1
Indonesia,Karimunjawa National Park,2012,1/8/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/13/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/13/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/13/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/13/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/13/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/13/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/14/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/14/12,Handline,Inside,Caesio cuning,2,1
Indonesia,Karimunjawa National Park,2012,1/14/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/14/12,Handline,Inside,Lutjanus gibbus,45,1
Indonesia,Karimunjawa National Park,2012,1/14/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,1/19/12,Speargun,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,1/19/12,Speargun,Inside,Plectropomus oligacanthus,45,1
Indonesia,Karimunjawa National Park,2012,1/19/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,1/19/12,Speargun,Inside,Plectropomus oligacanthus,39,1
Indonesia,Karimunjawa National Park,2012,1/20/12,Speargun,Inside,Lutjanus malabaricus,56,1
Indonesia,Karimunjawa National Park,2012,1/20/12,Speargun,Inside,Plectropomus leopardus,67,1
Indonesia,Karimunjawa National Park,2012,1/22/12,Speargun,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,1/22/12,Speargun,Outside,Bolbometopon muricatum,57,1
Indonesia,Karimunjawa National Park,2012,1/23/12,Handline,Outside,Lutjanus malabaricus,47,1
Indonesia,Karimunjawa National Park,2012,1/23/12,Handline,Outside,Lutjanus malabaricus,34,1
Indonesia,Karimunjawa National Park,2012,1/26/12,Trolling,Outside,Caranx ignobilis,34,1
Indonesia,Karimunjawa National Park,2012,1/28/12,Handline,Inside,Lutjanus malabaricus,57,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Speargun,Inside,Plectropomus oligacanthus,45,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Speargun,Inside,Plectropomus oligacanthus,44,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Speargun,Inside,Plectropomus oligacanthus,43,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Speargun,Inside,Plectropomus oligacanthus,45,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Speargun,Inside,Plectropomus leopardus,51,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Speargun,Inside,Scarus ghobban,28,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Speargun,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,2/2/12,Handline,Inside,Plectropomus leopardus,38,1
Indonesia,Karimunjawa National Park,2012,2/3/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/3/12,Handline,Outside,Caesio cuning,27,1
Indonesia,Karimunjawa National Park,2012,2/3/12,Handline,Outside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2012,2/3/12,Handline,Inside,Lutjanus gibbus,41,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Handline,Inside,Caesio cuning,27,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Handline,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Handline,Inside,Lutjanus gibbus,40,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Speargun,Inside,Plectropomus oligacanthus,39,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Speargun,Inside,Bolbometopon muricatum,58,1
Indonesia,Karimunjawa National Park,2012,2/4/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/5/12,Handline,Inside,Caranx ignobilis,56,1
Indonesia,Karimunjawa National Park,2012,2/6/12,Speargun,Outside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/6/12,Speargun,Outside,Plectropomus leopardus,45,1
Indonesia,Karimunjawa National Park,2012,2/7/12,Speargun,Outside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/8/12,Speargun,Inside,Caesio cuning,23,1
Indonesia,Karimunjawa National Park,2012,2/8/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/11/12,Handline,Inside,Lutjanus malabaricus,57,1
Indonesia,Karimunjawa National Park,2012,2/11/12,Handline,Outside,Lutjanus malabaricus,65,1
Indonesia,Karimunjawa National Park,2012,2/12/12,Handline,Inside,Lutjanus malabaricus,57,1
Indonesia,Karimunjawa National Park,2012,2/12/12,Handline,Inside,Lutjanus malabaricus,65,1
Indonesia,Karimunjawa National Park,2012,2/12/12,Handline,Inside,Lutjanus malabaricus,56,1
Indonesia,Karimunjawa National Park,2012,2/12/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/13/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/15/12,Speargun,Inside,Plectropomus oligacanthus,57,1
Indonesia,Karimunjawa National Park,2012,2/15/12,Speargun,Inside,Plectropomus leopardus,40,1
Indonesia,Karimunjawa National Park,2012,2/15/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/15/12,Speargun,Inside,Scarus ghobban,29,1
Indonesia,Karimunjawa National Park,2012,2/15/12,Handline,Inside,Plectropomus oligacanthus,54,1
Indonesia,Karimunjawa National Park,2012,2/16/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/16/12,Speargun,Inside,Plectropomus oligacanthus,27,1
Indonesia,Karimunjawa National Park,2012,2/16/12,Speargun,Inside,Caesio cuning,24,1
Indonesia,Karimunjawa National Park,2012,2/22/12,Speargun,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,2/22/12,Speargun,Inside,Plectropomus oligacanthus,40,1
Indonesia,Karimunjawa National Park,2012,2/22/12,Speargun,Inside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,2/22/12,Speargun,Inside,Plectropomus oligacanthus,44,1
Indonesia,Karimunjawa National Park,2012,2/22/12,Trap,Outside,Lutjanus malabaricus,67,1
Indonesia,Karimunjawa National Park,2012,2/22/12,Trap,Outside,Lutjanus malabaricus,72,1
Indonesia,Karimunjawa National Park,2012,2/22/12,Trap,Outside,Lutjanus malabaricus,65,1
Indonesia,Karimunjawa National Park,2012,2/26/12,Handline,Inside,Plectropomus oligacanthus,56,1
Indonesia,Karimunjawa National Park,2012,2/26/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,2/26/12,Handline,Inside,Plectropomus areolatus,42,1
Indonesia,Karimunjawa National Park,2012,3/1/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,3/1/12,Handline,Inside,Plectropomus oligacanthus,45,1
Indonesia,Karimunjawa National Park,2012,3/1/12,Speargun,Outside,Caesio cuning,26,1
Indonesia,Karimunjawa National Park,2012,3/1/12,Speargun,Outside,Plectropomus oligacanthus,52,1
Indonesia,Karimunjawa National Park,2012,3/3/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,3/3/12,Handline,Outside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,3/3/12,Handline,Outside,Lutjanus malabaricus,46,1
Indonesia,Karimunjawa National Park,2012,3/3/12,Handline,Inside,Lutjanus gibbus,39,1
Indonesia,Karimunjawa National Park,2012,3/4/12,Handline,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,3/4/12,Handline,Inside,Lutjanus gibbus,43,1
Indonesia,Karimunjawa National Park,2012,3/4/12,Speargun,Inside,Caesio cuning,25,1
Indonesia,Karimunjawa National Park,2012,3/4/12,Speargun,Inside,Plectropomus oligacanthus,39,1
Indonesia,Karimunjawa National Park,2012,3/4/12,Speargun,Inside,Bolbometopon muricatum,58,1
Indonesia,Karimunjawa National Park,2012,3/4/12,Handline,Inside,Lutjanus gibbus,48,1
Indonesia,Karimunjawa National Park,2012,3/4/12,Handline,Inside,Caesio cuning,23,1
