country,site,year,date,gear,inside_area,species,length_cm
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,19.33
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,17.469
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,16.585
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,19.532
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,24.059
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,19.932
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,22.938
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,18.636
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,24.976
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,13.582
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,19.465
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caranx ignobilis,26.372
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caranx ignobilis,41.301
Indonesia,Karimunjawa National Park,2004,12/4/04,Handline,Inside,Caesio cuning,19.288
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Bolbometopon muricatum,71.876
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Bolbometopon muricatum,90.323
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caranx ignobilis,48.469
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,25.523
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,26.74
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,29.791
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,33.095
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Plectropomus leopardus,34.283
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Plectropomus oligacanthus,42.102
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Plectropomus oligacanthus,40.55
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,36.403
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,34.277
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,25.76
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,34.316
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Bolbometopon muricatum,77.659
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,24.404
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,38.12
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,28.443
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,29.7
Indonesia,Karimunjawa National Park,2004,12/5/04,Muroami,Inside,Caesio cuning,35.527
Indonesia,Karimunjawa National Park,2004,12/5/04,Pocong,Inside,Caesio cuning,20.54
Indonesia,Karimunjawa National Park,2004,12/5/04,Pocong,Inside,Caesio cuning,19.712
Indonesia,Karimunjawa National Park,2004,12/5/04,Pocong,Inside,Caesio cuning,12.985
Indonesia,Karimunjawa National Park,2004,12/5/04,Pocong,Inside,Caesio cuning,11.827
Indonesia,Karimunjawa National Park,2004,12/5/04,Pocong,Inside,Caesio cuning,13.955
Indonesia,Karimunjawa National Park,2004,12/5/04,Pocong,Inside,Caesio cuning,27.419
Indonesia,Karimunjawa National Park,2004,12/5/04,Pocong,Inside,Caesio cuning,26.009
Indonesia,Karimunjawa National Park,2004,12/5/04,Handline,Inside,Caesio cuning,34.187
Indonesia,Karimunjawa National Park,2004,12/5/04,Gillnet,Inside,Scarus ghobban,42.87
Indonesia,Karimunjawa National Park,2004,12/5/04,Gillnet,Inside,Scarus ghobban,23.786
Indonesia,Karimunjawa National Park,2004,12/5/04,Handline,Inside,Caesio cuning,20.897
Indonesia,Karimunjawa National Park,2004,12/5/04,Handline,Inside,Caesio cuning,29.655
Indonesia,Karimunjawa National Park,2004,12/5/04,Handline,Inside,Caesio cuning,27.073
Indonesia,Karimunjawa National Park,2004,12/5/04,Handline,Inside,Caesio cuning,24.244
Indonesia,Karimunjawa National Park,2004,12/5/04,Handline,Inside,Caesio cuning,20.098
Indonesia,Karimunjawa National Park,2004,12/5/04,Handline,Inside,Caesio cuning,27.427
Indonesia,Karimunjawa National Park,2004,12/6/04,Pocong,Inside,Caesio cuning,32.109
Indonesia,Karimunjawa National Park,2004,12/6/04,Pocong,Inside,Caesio cuning,26.603
Indonesia,Karimunjawa National Park,2004,12/6/04,Pocong,Inside,Caesio cuning,26.863
Indonesia,Karimunjawa National Park,2004,12/6/04,Pocong,Inside,Caesio cuning,27.012
Indonesia,Karimunjawa National Park,2004,12/6/04,Pocong,Inside,Caesio cuning,28.023
Indonesia,Karimunjawa National Park,2004,12/6/04,Pocong,Inside,Caesio cuning,13.179
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Scarus ghobban,26.723
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,32.225
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,32.756
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,25.352
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,25.919
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,26.299
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Scarus ghobban,27.186
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,27.964
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,21.709
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,26.379
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,23.876
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,25.741
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,27.148
Indonesia,Karimunjawa National Park,2004,12/6/04,Muroami,Inside,Caesio cuning,34.294
Indonesia,Karimunjawa National Park,2004,12/6/04,Handline,Outside,Plectropomus oligacanthus,47.487
Indonesia,Karimunjawa National Park,2004,12/6/04,Handline,Outside,Plectropomus oligacanthus,43.684
Indonesia,Karimunjawa National Park,2004,12/6/04,Handline,Outside,Plectropomus oligacanthus,39.405
Indonesia,Karimunjawa National Park,2004,12/6/04,Handline,Outside,Plectropomus oligacanthus,51.052
Indonesia,Karimunjawa National Park,2004,12/6/04,Handline,Outside,Plectropomus oligacanthus,50.036
Indonesia,Karimunjawa National Park,2004,12/6/04,Handline,Outside,Plectropomus oligacanthus,53.76
Indonesia,Karimunjawa National Park,2004,12/7/04,Trap,Inside,Caesio cuning,23.313
Indonesia,Karimunjawa National Park,2004,12/7/04,Trap,Inside,Plectropomus oligacanthus,36.212
Indonesia,Karimunjawa National Park,2004,12/7/04,Trap,Inside,Caesio cuning,32.878
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,32.82
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,31.948
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,28.897
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,31.827
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,36.031
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,32.767
Indonesia,Karimunjawa National Park,2004,12/7/04,Handline,Inside,Plectropomus oligacanthus,48.534
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Bolbometopon muricatum,62.456
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,20.597
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,23.11
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,31.772
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,26.583
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,18.853
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,20.631
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,19.852
Indonesia,Karimunjawa National Park,2004,12/7/04,Pocong,Inside,Caesio cuning,28.293
Indonesia,Karimunjawa National Park,2004,12/7/04,Pocong,Inside,Caesio cuning,25.619
Indonesia,Karimunjawa National Park,2004,12/7/04,Pocong,Inside,Caesio cuning,24.79
Indonesia,Karimunjawa National Park,2004,12/7/04,Pocong,Inside,Caesio cuning,15.59
Indonesia,Karimunjawa National Park,2004,12/7/04,Pocong,Inside,Caesio cuning,16.375
Indonesia,Karimunjawa National Park,2004,12/7/04,Pocong,Inside,Caesio cuning,22.71
Indonesia,Karimunjawa National Park,2004,12/7/04,Pocong,Inside,Scarus ghobban,33.07
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,25.424
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,34.129
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,24.795
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,24.745
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,34.273
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,28.408
Indonesia,Karimunjawa National Park,2004,12/7/04,Muroami,Inside,Caesio cuning,24.251
Indonesia,Karimunjawa National Park,2004,12/7/04,Handline,Inside,Caesio cuning,21.027
Indonesia,Karimunjawa National Park,2004,12/7/04,Handline,Inside,Caesio cuning,24.118
Indonesia,Karimunjawa National Park,2004,12/7/04,Handline,Inside,Caesio cuning,25.401
Indonesia,Karimunjawa National Park,2004,12/7/04,Handline,Inside,Caesio cuning,20.916
Indonesia,Karimunjawa National Park,2004,12/7/04,Handline,Inside,Caesio cuning,28.354
Indonesia,Karimunjawa National Park,2004,12/7/04,Handline,Inside,Plectropomus oligacanthus,61.602
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,27.29
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,20.049
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,34.045
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,27.06
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Bolbometopon muricatum,72.439
Indonesia,Karimunjawa National Park,2004,12/8/04,Trap,Inside,Scarus ghobban,31.211
Indonesia,Karimunjawa National Park,2004,12/8/04,Handline,Inside,Plectropomus oligacanthus,37.305
Indonesia,Karimunjawa National Park,2004,12/8/04,Handline,Inside,Plectropomus areolatus,46.022
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,33.343
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,29.642
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,28.592
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,22.022
Indonesia,Karimunjawa National Park,2004,12/8/04,Pocong,Inside,Caesio cuning,24.699
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Caesio cuning,31.13
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Caesio cuning,31.229
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Caesio cuning,31.681
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Caesio cuning,31.346
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Caesio cuning,26.413
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Caesio cuning,28.827
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,23.88
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,21.112
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,22.901
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,20.603
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,19.607
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,21.688
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,21.732
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Inside,Caesio cuning,22.124
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Scarus ghobban,28.275
Indonesia,Karimunjawa National Park,2004,12/8/04,Muroami,Outside,Bolbometopon muricatum,91.954
Indonesia,Karimunjawa National Park,2004,12/9/04,Trap,Inside,Plectropomus oligacanthus,47.562
Indonesia,Karimunjawa National Park,2004,12/9/04,Pocong,Inside,Caesio cuning,34.474
Indonesia,Karimunjawa National Park,2004,12/9/04,Pocong,Inside,Caesio cuning,35.849
Indonesia,Karimunjawa National Park,2004,12/9/04,Pocong,Inside,Caesio cuning,36.181
Indonesia,Karimunjawa National Park,2004,12/9/04,Pocong,Inside,Caesio cuning,35.953
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Outside,Caesio cuning,25.799
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Outside,Caesio cuning,24.574
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Outside,Caesio cuning,22.901
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Outside,Caesio cuning,26.056
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Outside,Caesio cuning,24.776
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Outside,Caesio cuning,23.754
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,27.412
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,30.397
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,24.251
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,27.262
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,26.662
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,26.749
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,22.301
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,28.865
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,24.891
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,27.517
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,25.357
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,28.196
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,31.744
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,24.506
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,30.578
Indonesia,Karimunjawa National Park,2004,12/9/04,Muroami,Inside,Caesio cuning,30.845
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Caranx ignobilis,49.441
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Caranx ignobilis,55.172
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Plectropomus oligacanthus,46.152
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Plectropomus oligacanthus,38.205
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Plectropomus oligacanthus,51.494
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Plectropomus oligacanthus,45.952
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Plectropomus oligacanthus,42.22
Indonesia,Karimunjawa National Park,2004,12/9/04,Handline,Inside,Plectropomus oligacanthus,40.87
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,18.487
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Plectropomus oligacanthus,43.951
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,23.673
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Scarus ghobban,32.978
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,35.787
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,33.634
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,38.953
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,29.426
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,26.104
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,32.234
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,26.664
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,26.306
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,28.071
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Plectropomus oligacanthus,34.027
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Scarus ghobban,36.917
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Plectropomus oligacanthus,69.245
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,32.38
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,26.635
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,33.832
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,25.41
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,24.371
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,31.754
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,31.473
Indonesia,Karimunjawa National Park,2004,12/11/04,Pocong,Outside,Caesio cuning,30.363
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,22.952
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,24.354
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,29.666
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,30.761
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Plectropomus oligacanthus,38.133
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,22.955
Indonesia,Karimunjawa National Park,2004,12/11/04,Muroami,Inside,Caesio cuning,13.419
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,26.505
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,30.497
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,33.103
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,38.319
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,19.604
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,23.469
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,19.569
Indonesia,Karimunjawa National Park,2004,12/12/04,Pocong,Outside,Caesio cuning,32.003
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Plectropomus leopardus,40.899
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Plectropomus oligacanthus,48.656
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Caesio cuning,40.104
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Caesio cuning,41.951
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Caesio cuning,27.238
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Caesio cuning,31.675
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Caesio cuning,40.95
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Caesio cuning,23.993
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Inside,Caesio cuning,22.19
Indonesia,Karimunjawa National Park,2004,12/12/04,Handline,Inside,Plectropomus oligacanthus,47.599
Indonesia,Karimunjawa National Park,2004,12/12/04,Handline,Inside,Plectropomus oligacanthus,45.143
Indonesia,Karimunjawa National Park,2004,12/12/04,Handline,Inside,Plectropomus oligacanthus,59.728
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,29.683
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,22.066
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,37.674
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,28.524
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,24.496
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,24.97
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,21.854
Indonesia,Karimunjawa National Park,2004,12/12/04,Muroami,Outside,Caesio cuning,22.104
Indonesia,Karimunjawa National Park,2004,12/12/04,Trap,Inside,Plectropomus oligacanthus,49.282
Indonesia,Karimunjawa National Park,2004,12/12/04,Trap,Inside,Plectropomus oligacanthus,55.393
Indonesia,Karimunjawa National Park,2004,12/13/04,Trap,Inside,Plectropomus leopardus,39.729
Indonesia,Karimunjawa National Park,2004,12/13/04,Trap,Inside,Plectropomus leopardus,36.083
Indonesia,Karimunjawa National Park,2004,12/13/04,Trap,Inside,Caesio cuning,32.313
Indonesia,Karimunjawa National Park,2004,12/13/04,Trap,Inside,Caesio cuning,32.234
Indonesia,Karimunjawa National Park,2004,12/13/04,Trap,Inside,Caesio cuning,21.525
Indonesia,Karimunjawa National Park,2004,12/13/04,Trap,Inside,Caesio cuning,30.747
Indonesia,Karimunjawa National Park,2004,12/13/04,Trap,Inside,Caesio cuning,19.572
Indonesia,Karimunjawa National Park,2004,12/13/04,Pocong,Outside,Caesio cuning,27.419
Indonesia,Karimunjawa National Park,2004,12/13/04,Pocong,Outside,Caesio cuning,26.792
Indonesia,Karimunjawa National Park,2004,12/13/04,Pocong,Outside,Caesio cuning,35.684
Indonesia,Karimunjawa National Park,2004,12/13/04,Pocong,Outside,Caesio cuning,24.785
Indonesia,Karimunjawa National Park,2004,12/13/04,Pocong,Outside,Caesio cuning,25.579
Indonesia,Karimunjawa National Park,2004,12/13/04,Pocong,Outside,Caesio cuning,22.723
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,52.464
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,54.458
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,48.673
Indonesia,Karimunjawa National Park,2004,12/13/04,Muroami,Inside,Bolbometopon muricatum,64.912
Indonesia,Karimunjawa National Park,2004,12/13/04,Muroami,Inside,Caesio cuning,30.377
Indonesia,Karimunjawa National Park,2004,12/13/04,Muroami,Inside,Caesio cuning,27.043
Indonesia,Karimunjawa National Park,2004,12/13/04,Muroami,Inside,Caesio cuning,26.299
Indonesia,Karimunjawa National Park,2004,12/13/04,Muroami,Inside,Caesio cuning,28.974
Indonesia,Karimunjawa National Park,2004,12/13/04,Muroami,Inside,Caesio cuning,26.124
Indonesia,Karimunjawa National Park,2004,12/13/04,Muroami,Inside,Caesio cuning,31.787
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,31.979
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,47.323
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,41.655
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,52.568
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,50.762
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,48.348
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,49.044
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Inside,Plectropomus oligacanthus,43.901
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Outside,Plectropomus oligacanthus,65.122
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Outside,Plectropomus oligacanthus,45.202
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Outside,Plectropomus oligacanthus,42.031
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Outside,Plectropomus oligacanthus,46.392
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Outside,Plectropomus oligacanthus,42.215
Indonesia,Karimunjawa National Park,2004,12/13/04,Handline,Outside,Plectropomus oligacanthus,49.06
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,32.869
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,29.235
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,32.55
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,27.521
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,22.159
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,22.178
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,32.703
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Plectropomus oligacanthus,56.074
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Plectropomus oligacanthus,53.926
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Bolbometopon muricatum,60.009
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,35.551
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,27.05
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,33.653
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,22.374
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,25.452
Indonesia,Karimunjawa National Park,2004,12/14/04,Muroami,Inside,Caesio cuning,23.359
