Country,Species,Common,Code,L_inf,k,t0,M,Wa,Wb,m50,m95
Brazil,Hemiramphus brasiliensis,Ballyhoo,HEMIBR,"Fernandez Gonzolo G (2008) Idade e crescimento de Hemiramphus brasiliensis (Linnaeus, 1758) no litoral de Pernambuco. Master's thesis, Universidade Federal de Pernambuco.","Fernandez Gonzolo G (2008) Idade e crescimento de Hemiramphus brasiliensis (Linnaeus, 1758) no litoral de Pernambuco. Master's thesis, Universidade Federal de Pernambuco.","Fernandez Gonzolo G (2008) Idade e crescimento de Hemiramphus brasiliensis (Linnaeus, 1758) no litoral de Pernambuco. Master's thesis, Universidade Federal de Pernambuco.","Fernandez Gonzolo G (2008) Idade e crescimento de Hemiramphus brasiliensis (Linnaeus, 1758) no litoral de Pernambuco. Master's thesis, Universidade Federal de Pernambuco.","Lessa, RP, MF Nóbrega, & JL Bezerra Jr (2004) Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. Recife-Brazil, DIMAR, Departamento de Pesca - Universidade Federal Rural de Pernambuco. pp. 245.","Lessa, RP, MF Nóbrega, & JL Bezerra Jr (2004) Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. Recife-Brazil, DIMAR, Departamento de Pesca - Universidade Federal Rural de Pernambuco. pp. 245.","Lessa, RP, MF Nóbrega, & JL Bezerra Jr (2004) Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. Recife-Brazil, DIMAR, Departamento de Pesca - Universidade Federal Rural de Pernambuco. pp. 245.",Incofish equation.
Brazil,Hyporhamphus unifasciatus,Common halfbeak,HYPOUN,"Monteiro A, AC Ribeiro, MF Nóbrega, & RP Lessa (2004) Hyporhamphus unifasciatus. In RP Lessa, MF Nóbrega, & JLB Junior. Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. DIMAR. Recife-Brazil, Departamento de Pesca - Universidade Federal Rural de Pernambuco: p. 151-169.","Monteiro A, AC Ribeiro, MF Nóbrega, & RP Lessa (2004) Hyporhamphus unifasciatus. In RP Lessa, MF Nóbrega, & JLB Junior. Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. DIMAR. Recife-Brazil, Departamento de Pesca - Universidade Federal Rural de Pernambuco: p. 151-169.","Monteiro A, AC Ribeiro, MF Nóbrega, & RP Lessa (2004) Hyporhamphus unifasciatus. In RP Lessa, MF Nóbrega, & JLB Junior. Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. DIMAR. Recife-Brazil, Departamento de Pesca - Universidade Federal Rural de Pernambuco: p. 151-169.","Monteiro A, AC Ribeiro, MF Nóbrega, & RP Lessa (2004) Hyporhamphus unifasciatus. In RP Lessa, MF Nóbrega, & JLB Junior. Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. DIMAR. Recife-Brazil, Departamento de Pesca - Universidade Federal Rural de Pernambuco: p. 151-169.","Monteiro A, AC Ribeiro, MF Nóbrega, & RP Lessa (2004) Hyporhamphus unifasciatus. In RP Lessa, MF Nóbrega, & JLB Junior. Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. DIMAR. Recife-Brazil, Departamento de Pesca - Universidade Federal Rural de Pernambuco: p. 151-169.","Monteiro A, AC Ribeiro, MF Nóbrega, & RP Lessa (2004) Hyporhamphus unifasciatus. In RP Lessa, MF Nóbrega, & JLB Junior. Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. DIMAR. Recife-Brazil, Departamento de Pesca - Universidade Federal Rural de Pernambuco: p. 151-169.","Monteiro A, AC Ribeiro, MF Nóbrega, & RP Lessa (2004) Hyporhamphus unifasciatus. In RP Lessa, MF Nóbrega, & JLB Junior. Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. DIMAR. Recife-Brazil, Departamento de Pesca - Universidade Federal Rural de Pernambuco: p. 151-169.",Incofish equation.
Brazil,Lobotes surinamensis,Tripletail,LOBOSU,"Merriner JV & WA Foster (1974) Life history aspects of the tripletail, Lobotes surinamensis (Chordata-Pisces-Lobotidae), in North Carolina waters. Journal of the Elisha Mitchell Science Society, 90(4), 121-124.","Merriner JV & WA Foster (1974) Life history aspects of the tripletail, Lobotes surinamensis (Chordata-Pisces-Lobotidae), in North Carolina waters. Journal of the Elisha Mitchell Science Society, 90(4), 121-124.","Merriner JV & WA Foster (1974) Life history aspects of the tripletail, Lobotes surinamensis (Chordata-Pisces-Lobotidae), in North Carolina waters. Journal of the Elisha Mitchell Science Society, 90(4), 121-124.","Merriner JV & WA Foster (1974) Life history aspects of the tripletail, Lobotes surinamensis (Chordata-Pisces-Lobotidae), in North Carolina waters. Journal of the Elisha Mitchell Science Society, 90(4), 121-124.","Minos G & PS Economidis (2015) More records on the tripletail, Lobotes surinamensis (Bloch, 1790) from the Aegean Sea. Frontiers in Marine Sciences Conference Abstract: XV European Congress of Ichthyology. doi: 10.3389/conf.fmars.2015.03.00056.","Minos G & PS Economidis (2015) More records on the tripletail, Lobotes surinamensis (Bloch, 1790) from the Aegean Sea. Frontiers in Marine Sciences Conference Abstract: XV European Congress of Ichthyology. doi: 10.3389/conf.fmars.2015.03.00056.","Parr RT (2011) Age, growth, and reproductive status of tripletail (Lobotes surinamensis) in the aggregation nearshore Jekyll Island, GA, USA. Master's thesis, University of Georgia.",Incofish equation.
Brazil,Lutjanus analis,Mutton snapper,LUTJAN,"Rezende SM, BP Ferreira, & T Fredou (2003) A pesca de lutjanideos no nordeste do Brasil: historico das pescarias, caracteristicas das especies e relevancia para o manejo. Boletin Tecnico Cient. CEPENE, 11, 257-270. (cited in Frédou T, BP Ferreira, & Y Letourneur (2009) Assessing the stocks of the primary snappers caught in Northeastern Brazil reef systems. 1: Traditional modelling approaches. Fisheries Research 99(2), 90-96.)","Rezende SM, BP Ferreira, & T Fredou (2003) A pesca de lutjanideos no nordeste do Brasil: historico das pescarias, caracteristicas das especies e relevancia para o manejo. Boletin Tecnico Cient. CEPENE, 11, 257-270. (cited in Frédou T, BP Ferreira, & Y Letourneur (2009) Assessing the stocks of the primary snappers caught in Northeastern Brazil reef systems. 1: Traditional modelling approaches. Fisheries Research 99(2), 90-96.)","Rezende SM, BP Ferreira, & T Fredou (2003) A pesca de lutjanideos no nordeste do Brasil: historico das pescarias, caracteristicas das especies e relevancia para o manejo. Boletin Tecnico Cient. CEPENE, 11, 257-270. (cited in Frédou T, BP Ferreira, & Y Letourneur (2009) Assessing the stocks of the primary snappers caught in Northeastern Brazil reef systems. 1: Traditional modelling approaches. Fisheries Research 99(2), 90-96.)","Ferreira BP, SM Rezende, SF Teixera, T Fredou, & Y Ferreira Duarte (2004) Lutjanus analis. In RP Lessa, MF Nóbrega, & JL Bezerra Jr. (eds.) Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. Recife-Brazil, DIMAR, Departamento de Pesca - Universidade Federal Rural de Pernambuco. pp. 78-87.","Ferreira BP, SM Rezende, SF Teixera, T Fredou, & Y Ferreira Duarte (2004) Lutjanus analis. In RP Lessa, MF Nóbrega, & JL Bezerra Jr. (eds.) Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. Recife-Brazil, DIMAR, Departamento de Pesca - Universidade Federal Rural de Pernambuco. pp. 78-87.","Ferreira BP, SM Rezende, SF Teixera, T Fredou, & Y Ferreira Duarte (2004) Lutjanus analis. In RP Lessa, MF Nóbrega, & JL Bezerra Jr. (eds.) Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. Recife-Brazil, DIMAR, Departamento de Pesca - Universidade Federal Rural de Pernambuco. pp. 78-87.",NA,"Ferreira BP, SM Rezende, SF Teixera, T Fredou, & Y Ferreira Duarte (2004) Lutjanus analis. In RP Lessa, MF Nóbrega, & JL Bezerra Jr. (eds.) Dinâmica de populações e avaliação de estoques dos recursos pesqueiros da região nordeste. Volume II. Recife-Brazil, DIMAR, Departamento de Pesca - Universidade Federal Rural de Pernambuco. pp. 78-87."
Brazil,Megalops atlanticus,Atlantic tarpon,MEGAAT,"Ferreira de Menezes M & M Pinto Pavo (1966) Notes on the biology of tarpon, Tarpon atlanticus (Cuvier and Valenciennes), from coastal waters of Ceará state, Brazil. Arq. Est. Biol. Mar. Universidade Federal Ceara, 6(1), 83-98.","Ferreira de Menezes M & M Pinto Pavo (1966) Notes on the biology of tarpon, Tarpon atlanticus (Cuvier and Valenciennes), from coastal waters of Ceará state, Brazil. Arq. Est. Biol. Mar. Universidade Federal Ceara, 6(1), 83-98.","Ferreira de Menezes M & M Pinto Pavo (1966) Notes on the biology of tarpon, Tarpon atlanticus (Cuvier and Valenciennes), from coastal waters of Ceará state, Brazil. Arq. Est. Biol. Mar. Universidade Federal Ceara, 6(1), 83-98.","Ferreira de Menezes M & M Pinto Pavo (1966) Notes on the biology of tarpon, Tarpon atlanticus (Cuvier and Valenciennes), from coastal waters of Ceará state, Brazil. Arq. Est. Biol. Mar. Universidade Federal Ceara, 6(1), 83-98.","Ferreira de Menezes M (1967) Relacao comprimento-peso do camurupim, Tarpon atlanticus (Valenciennes), no nordeste brasileiro. Arquivos de Ciências do Mar, 7(1), 101-102.","Ferreira de Menezes M (1967) Relacao comprimento-peso do camurupim, Tarpon atlanticus (Valenciennes), no nordeste brasileiro. Arquivos de Ciências do Mar, 7(1), 101-102.","Ferreira de Menezes M & M Pinto Pavo (1966) Notes on the biology of tarpon, Tarpon atlanticus (Cuvier and Valenciennes), from coastal waters of Ceará state, Brazil. Arq. Est. Biol. Mar. Universidade Federal Ceara, 6(1), 83-98.",Incofish equation.
Brazil,Panulirus laevicauda,Smoothtail spiny lobster,PANULA,"Ivo CTC & JA Pereira (1996) Crescimento e idade das lagostas Panulirus argus (LATREILLE) e panulirus laevicauda (LATRILLE) no Norte e Nordeste do Brasil. Arquivos de Ciências do Mar, Fortaleza, v.30, n.1/2, p.33-39, 1996.","Ivo CTC & JA Pereira (1996) Crescimento e idade das lagostas Panulirus argus (LATREILLE) e panulirus laevicauda (LATRILLE) no Norte e Nordeste do Brasil. Arquivos de Ciências do Mar, Fortaleza, v.30, n.1/2, p.33-39, 1996.","Ivo CTC & JA Pereira (1996) Crescimento e idade das lagostas Panulirus argus (LATREILLE) e panulirus laevicauda (LATRILLE) no Norte e Nordeste do Brasil. Arquivos de Ciências do Mar, Fortaleza, v.30, n.1/2, p.33-39, 1996.","Fonteles Filho, AA (1998) Sintese sobre distribuicao, abundancia, potencial pesqueiro e biologia lagosta-vermelha Panulirus argus (Latreille) e a lagosta-verde Panulirus laevicauda (Latreille) do nordeste do Brasil. Avaliacao do Potencial Sustenavel de Recursos Vivos na Zona Economica Exclusiva MMA-REVIZEE.","Fonteles Filho, AA (1998) Sintese sobre distribuicao, abundancia, potencial pesqueiro e biologia lagosta-vermelha Panulirus argus (Latreille) e a lagosta-verde Panulirus laevicauda (Latreille) do nordeste do Brasil. Avaliacao do Potencial Sustenavel de Recursos Vivos na Zona Economica Exclusiva MMA-REVIZEE.","Fonteles Filho, AA (1998) Sintese sobre distribuicao, abundancia, potencial pesqueiro e biologia lagosta-vermelha Panulirus argus (Latreille) e a lagosta-verde Panulirus laevicauda (Latreille) do nordeste do Brasil. Avaliacao do Potencial Sustenavel de Recursos Vivos na Zona Economica Exclusiva MMA-REVIZEE.","Fonteles Filho, AA (1998) Sintese sobre distribuicao, abundancia, potencial pesqueiro e biologia lagosta-vermelha Panulirus argus (Latreille) e a lagosta-verde Panulirus laevicauda (Latreille) do nordeste do Brasil. Avaliacao do Potencial Sustenavel de Recursos Vivos na Zona Economica Exclusiva MMA-REVIZEE.",Incofish equation.
Brazil,Centropomus parallelus,Fat snook,CENTPA,"Ximenes-Carvalho MO (2006) Idade e crescimento do robalo-flecha, Centropomus undecimalis (Bloch, 1792) e robalo-peva, Centropomus parallelus (Poey, 1860) (Osteichthyes: Centropomidae), no sudeste do Brasil. Master's thesis, Universidade Federal do Ceara.","Ximenes-Carvalho MO (2006) Idade e crescimento do robalo-flecha, Centropomus undecimalis (Bloch, 1792) e robalo-peva, Centropomus parallelus (Poey, 1860) (Osteichthyes: Centropomidae), no sudeste do Brasil. Master's thesis, Universidade Federal do Ceara.","Ximenes-Carvalho MO (2006) Idade e crescimento do robalo-flecha, Centropomus undecimalis (Bloch, 1792) e robalo-peva, Centropomus parallelus (Poey, 1860) (Osteichthyes: Centropomidae), no sudeste do Brasil. Master's thesis, Universidade Federal do Ceara.","Ximenes-Carvalho MO (2006) Idade e crescimento do robalo-flecha, Centropomus undecimalis (Bloch, 1792) e robalo-peva, Centropomus parallelus (Poey, 1860) (Osteichthyes: Centropomidae), no sudeste do Brasil. Master's thesis, Universidade Federal do Ceara.","Ximenes-Carvalho MO (2006) Idade e crescimento do robalo-flecha, Centropomus undecimalis (Bloch, 1792) e robalo-peva, Centropomus parallelus (Poey, 1860) (Osteichthyes: Centropomidae), no sudeste do Brasil. Master's thesis, Universidade Federal do Ceara.","Ximenes-Carvalho MO (2006) Idade e crescimento do robalo-flecha, Centropomus undecimalis (Bloch, 1792) e robalo-peva, Centropomus parallelus (Poey, 1860) (Osteichthyes: Centropomidae), no sudeste do Brasil. Master's thesis, Universidade Federal do Ceara.","Alvarez-Lajonchere L & MY Tsuzuki (2008) A review of methods for Centropomus spp. (snooks) aquaculture and recommendations for the establishment of their culture in Latin America. Aquaculture Research, 39(7), 684-700.",Incofish equation.
Brazil,Centropomus ensiferus,Swordspine snook,CENTEN,"Fishbase (2010) Life History Data on Centropomus ensiferus,
swordspine snook. Accessed 12/11/2015.","Fishbase (2010) Life History Data on Centropomus ensiferus,
swordspine snook. Accessed 12/11/2015.","Fishbase (2010) Life History Data on Centropomus ensiferus,
swordspine snook. Accessed 12/11/2015.","Fishbase (2010) Life History Data on Centropomus ensiferus,
swordspine snook. Accessed 12/11/2015.","Bouchon-Navaro Y, C Bouchon, D Kopp, & M Louis (2006) Weight-length relationships for 50 fish species collected in seagrass beds of the Lesser Antilles. Journal of Applied Ichthyology, 22, 322-324.","Bouchon-Navaro Y, C Bouchon, D Kopp, & M Louis (2006) Weight-length relationships for 50 fish species collected in seagrass beds of the Lesser Antilles. Journal of Applied Ichthyology, 22, 322-324.","Fishbase (2010) Life History Data on Centropomus ensiferus,
swordspine snook. Accessed 12/11/2015.",Incofish equation.
Brazil,Centropomus pectinatus,Tarpon snook,CENTPE,"Fishbase (2010) Life History Data on Centropomus pectinatus,
tarpon snook. Accessed 12/11/2015.","Fishbase (2010) Life History Data on Centropomus pectinatus,
tarpon snook. Accessed 12/11/2015.","Fishbase (2010) Life History Data on Centropomus pectinatus,
tarpon snook. Accessed 12/11/2015.","Fishbase (2010) Life History Data on Centropomus pectinatus,
tarpon snook. Accessed 12/11/2015.","Giarrizzo T, AJ Silva de Jesus, EC Lameira et al. (2006) Weight-length relationships for intertidal fish fauna in a mangrove estuary in Northern Brazil. Journal of Applied Ichthyology, 22, 325-327.","Giarrizzo T, AJ Silva de Jesus, EC Lameira et al. (2006) Weight-length relationships for intertidal fish fauna in a mangrove estuary in Northern Brazil. Journal of Applied Ichthyology, 22, 325-327.","Fishbase (2010) Life History Data on Centropomus pectinatus,
tarpon snook. Accessed 12/11/2015.",Incofish equation.
Mozambique,Pomadasys kaakan,Javelin grunter,POMAJA,"Al-Husaini, M., et al. ""Age, growth, mortality, and yield-per-recruit for nagroor, Pomadasys kakaan, in Kuwait’s waters."" Fisheries research 59.1 (2002): 101-115.","Al-Husaini, M., et al. ""Age, growth, mortality, and yield-per-recruit for nagroor, Pomadasys kakaan, in Kuwait’s waters."" Fisheries research 59.1 (2002): 101-115.","Al-Husaini, M., et al. ""Age, growth, mortality, and yield-per-recruit for nagroor, Pomadasys kakaan, in Kuwait’s waters."" Fisheries research 59.1 (2002): 101-115.","Al-Husaini, M., et al. ""Age, growth, mortality, and yield-per-recruit for nagroor, Pomadasys kakaan, in Kuwait’s waters."" Fisheries research 59.1 (2002): 101-115.","Al-Husaini, M., et al. ""Age, growth, mortality, and yield-per-recruit for nagroor, Pomadasys kakaan, in Kuwait’s waters."" Fisheries research 59.1 (2002): 101-115.","Al-Husaini, M., et al. ""Age, growth, mortality, and yield-per-recruit for nagroor, Pomadasys kakaan, in Kuwait’s waters."" Fisheries research 59.1 (2002): 101-115.","Al-Husaini, M., et al. ""Age, growth, mortality, and yield-per-recruit for nagroor, Pomadasys kakaan, in Kuwait’s waters."" Fisheries research 59.1 (2002): 101-115.",Incofish equation: M95=M50*1.14.
Mozambique,Scarus frenatus,Bridled parrotfish,SCARFR,"Choat, J. H., L. M. Axe, and D. C. Lou. ""Growth and longevity in fishes of the family Scaridae."" Marine Ecology Progress Series (1996): 33-41.","Choat, J. H., L. M. Axe, and D. C. Lou. ""Growth and longevity in fishes of the family Scaridae."" Marine Ecology Progress Series (1996): 33-41.","Choat, J. H., L. M. Axe, and D. C. Lou. ""Growth and longevity in fishes of the family Scaridae."" Marine Ecology Progress Series (1996): 33-41.","Choat, J. H., L. M. Axe, and D. C. Lou. ""Growth and longevity in fishes of the family Scaridae."" Marine Ecology Progress Series (1996): 33-41.","Choat, J. H., L. M. Axe, and D. C. Lou. ""Growth and longevity in fishes of the family Scaridae."" Marine Ecology Progress Series (1996): 33-41.","Choat, J. H., L. M. Axe, and D. C. Lou. ""Growth and longevity in fishes of the family Scaridae."" Marine Ecology Progress Series (1996): 33-41.","Gust, Nick. ""Variation in the population biology of protogynous coral reef fishes over tens of kilometres."" Canadian Journal of Fisheries and Aquatic Sciences 61.2 (2004): 205-218.",Incofish equation: M95=M50*1.14.
Mozambique,Scarus ghobban,Blue-eyed Parrotfish,SCARGH,"Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Mangi, Stephen C., and C. M. Roberts. ""Quantifying the environmental impacts of artisanal fishing gear on Kenya’s coral reef ecosystems."" Marine pollution bulletin 52.12 (2006): 1646-1660.",Incofish equation: M95=M50*1.14.
Mozambique,Scarus rubroviolaceus,Ember parrotfish,SCARRU,"Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Mangi, Stephen C., and C. M. Roberts. ""Quantifying the environmental impacts of artisanal fishing gear on Kenya’s coral reef ecosystems."" Marine pollution bulletin 52.12 (2006): 1646-1660.",Incofish equation: M95=M50*1.14.
Mozambique,Epiniphelus tauvina,Greasy grouper,EPINTA,"Barr, Mehdat A. Abdel, Abdel Fattaqh M. El-Sayed, and Amany M. Osman. ""The Use of Per Recruit Models for Stock Assessment and Management of Greasy Grouper Epinephelus tauvina in The Arabian Gulf Waters off Qatar."" Tropical life sciences research 21.1 (2010): 83.","Barr, Mehdat A. Abdel, Abdel Fattaqh M. El-Sayed, and Amany M. Osman. ""The Use of Per Recruit Models for Stock Assessment and Management of Greasy Grouper Epinephelus tauvina in The Arabian Gulf Waters off Qatar."" Tropical life sciences research 21.1 (2010): 83.","Barr, Mehdat A. Abdel, Abdel Fattaqh M. El-Sayed, and Amany M. Osman. ""The Use of Per Recruit Models for Stock Assessment and Management of Greasy Grouper Epinephelus tauvina in The Arabian Gulf Waters off Qatar."" Tropical life sciences research 21.1 (2010): 83.","Barr, Mehdat A. Abdel, Abdel Fattaqh M. El-Sayed, and Amany M. Osman. ""The Use of Per Recruit Models for Stock Assessment and Management of Greasy Grouper Epinephelus tauvina in The Arabian Gulf Waters off Qatar."" Tropical life sciences research 21.1 (2010): 83.","EL-SAYED, ABDEL FATTAH MOHAMED, AMANY MOHAMED AHMED OSMAN, and MEDHAT ABDEL BARR. ""AGE AND GROWTH OF EPINEPHELUS TAUVINA (TELEOSTEI; SERRANIDAE) IN ARABIAN GULF, QATAR.""","EL-SAYED, ABDEL FATTAH MOHAMED, AMANY MOHAMED AHMED OSMAN, and MEDHAT ABDEL BARR. ""AGE AND GROWTH OF EPINEPHELUS TAUVINA (TELEOSTEI; SERRANIDAE) IN ARABIAN GULF, QATAR.""","Sayed, Abdel-Fattah M. El, and Kamal Abdel-Bary. ""Reproductive biology of grouper fish Epinephelus tauvina (Family Serranidae) in the Arabian Gulf waters."" (1999).",Incofish equation: M95=M50*1.14.
Mozambique,Lethrinus lentjan,"Pink ear emperor
",LETHLE,"Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Grandcourt, Edwin Mark. ""Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study."" Marine and Freshwater Research 53.2 (2002): 123-130.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Mangi, Stephen C., and C. M. Roberts. ""Quantifying the environmental impacts of artisanal fishing gear on Kenya’s coral reef ecosystems."" Marine pollution bulletin 52.12 (2006): 1646-1660.",Incofish equation: M95=M50*1.14.
Mozambique,Lutjanus argentimaculatus,Mangrove red snapper,LUTJAR,"Russell, D. J., et al. ""Biology, management and genetic stock structure of mangrove jack (Lutjanus argentimaculatus) in Australia."" Queensland Department of Primary Industries, Brisbane (2003).","Russell, D. J., et al. ""Biology, management and genetic stock structure of mangrove jack (Lutjanus argentimaculatus) in Australia."" Queensland Department of Primary Industries, Brisbane (2003).","Russell, D. J., et al. ""Biology, management and genetic stock structure of mangrove jack (Lutjanus argentimaculatus) in Australia."" Queensland Department of Primary Industries, Brisbane (2003).","Russell, D. J., et al. ""Biology, management and genetic stock structure of mangrove jack (Lutjanus argentimaculatus) in Australia."" Queensland Department of Primary Industries, Brisbane (2003).","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Kulbicki M, N Guillemot, & M Amand (2005) A general approach to length-weight relationships for New Caledonian lagoon fishes. Cybium, 29(3), 235-252.","Russell, D. J., et al. ""Biology, management and genetic stock structure of mangrove jack (Lutjanus argentimaculatus) in Australia."" Queensland Department of Primary Industries, Brisbane (2003).",Incofish equation: M95=M50*1.14.
Mozambique,Lutjanus bohar,Two-spot red snapper,LUTJBO,"Wright, A., P. J. Dalzell, and A. H. Richards. ""Some aspects of the biology of the red bass, Lutjanus bohar (Forsskal), from the Tigak Islands, Papua New Guinea."" Journal of fish biology 28.5 (1986): 533-544.","Wright, A., P. J. Dalzell, and A. H. Richards. ""Some aspects of the biology of the red bass, Lutjanus bohar (Forsskal), from the Tigak Islands, Papua New Guinea."" Journal of fish biology 28.5 (1986): 533-544.","Wright, A., P. J. Dalzell, and A. H. Richards. ""Some aspects of the biology of the red bass, Lutjanus bohar (Forsskal), from the Tigak Islands, Papua New Guinea."" Journal of fish biology 28.5 (1986): 533-544.","Wright, A., P. J. Dalzell, and A. H. Richards. ""Some aspects of the biology of the red bass, Lutjanus bohar (Forsskal), from the Tigak Islands, Papua New Guinea."" Journal of fish biology 28.5 (1986): 533-544.","Wright, A., P. J. Dalzell, and A. H. Richards. ""Some aspects of the biology of the red bass, Lutjanus bohar (Forsskal), from the Tigak Islands, Papua New Guinea."" Journal of fish biology 28.5 (1986): 533-544.","Wright, A., P. J. Dalzell, and A. H. Richards. ""Some aspects of the biology of the red bass, Lutjanus bohar (Forsskal), from the Tigak Islands, Papua New Guinea."" Journal of fish biology 28.5 (1986): 533-544.","Mangi, Stephen C., and C. M. Roberts. ""Quantifying the environmental impacts of artisanal fishing gear on Kenya’s coral reef ecosystems."" Marine pollution bulletin 52.12 (2006): 1646-1660.",Incofish equation: M95=M50*1.14.
Mozambique,Scomberomorus commerson,Narrow-banded Spanish mackerel,SCOMCO,"Govender, Anesh. ""Growth of the king Mackerel (Scomberomorus commerson) off the coast of Natal, South Africa—from length and age data."" Fisheries Research 20.1 (1994): 63-79.","Govender, Anesh. ""Growth of the king Mackerel (Scomberomorus commerson) off the coast of Natal, South Africa—from length and age data."" Fisheries Research 20.1 (1994): 63-79.","Govender, Anesh. ""Growth of the king Mackerel (Scomberomorus commerson) off the coast of Natal, South Africa—from length and age data."" Fisheries Research 20.1 (1994): 63-79.","Govender, Anesh. ""Growth of the king Mackerel (Scomberomorus commerson) off the coast of Natal, South Africa—from length and age data."" Fisheries Research 20.1 (1994): 63-79.","Govender, Anesh. ""Growth of the king Mackerel (Scomberomorus commerson) off the coast of Natal, South Africa—from length and age data."" Fisheries Research 20.1 (1994): 63-79.","Govender, Anesh. ""Growth of the king Mackerel (Scomberomorus commerson) off the coast of Natal, South Africa—from length and age data."" Fisheries Research 20.1 (1994): 63-79.","Govender, Anesh. ""Growth of the king Mackerel (Scomberomorus commerson) off the coast of Natal, South Africa—from length and age data."" Fisheries Research 20.1 (1994): 63-79.",Incofish equation: M95=M50*1.14.
