site,year,date,permanent_trip_id,gear,inside_area,fishing_ground,landing_site,species,sampled_catch,total_catch,length_cm,days,personDays,fisher_days.x,fisher_days.y,fisher_days.x.x,fisher_days.y.y,fisher_days
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,27.776,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,28.62,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,25.841,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,31.637,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,17.62,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,21.45,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,19.664,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,20.534,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,18.48,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,17.029,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,18.616,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,22.035,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,17.692,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,20.856,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,21.221,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_34,Pocong,Inside,"Batu Mandi, Timur dan Utara Burung",Karimunjawa,Caesio cuning,NA,160,20.115,1,2,2,2,2,2,2
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,8,44.516,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,8,44.467,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,8,41.307,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,8,16.055,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,8,16.784,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,8,21.709,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,8,17.566,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,8,15.144,1,1,1,1,1,1,1
FF_Site1,2005,5/7/05,2005_36,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,8,18.863,1,1,1,1,1,1,1
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,27.286,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,25.75,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,22.512,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,22.772,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,25.974,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,28.551,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,27.981,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_42,Pocong,Inside,Barat Geleang,Karimunjawa,Caesio cuning,NA,105,23.598,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_45,Speargun,Inside,Barat Karimunjawa,Karimunjawa,Bolbometopon muricatum,NA,9.7,60.315,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_46,Gillnet,Inside,Timur dan Selatan Menjangan Kecil,Karimunjawa,Scarus ghobban,NA,40,24.375,1,2,2,2,2,2,2
FF_Site1,2005,5/8/05,2005_49,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,7,59.931,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_53,Gillnet,Inside,Ujung Gelam,Karimunjawa,Scarus ghobban,NA,16.2,30.612,1,2,2,2,2,2,2
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,2.6,45.879,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,2.6,15.69,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,2.6,16.376,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,2.6,19.282,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,2.6,14.994,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,2.6,20.499,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,2.6,15.378,1,1,1,1,1,1,1
FF_Site1,2005,5/9/05,2005_56,Handline,Outside,Timur Genting,Karimunjawa,Caesio cuning,NA,2.6,20.89,1,1,1,1,1,1,1
FF_Site1,2005,5/10/05,2005_58,Trap,Inside,Barat cemara besar,Karimunjawa,Caesio cuning,NA,28.4,27.799,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_59,Handline,Inside,Ujung Gelam,Karimunjawa,Plectropomus oligacanthus,NA,0.8,31.659,1,1,1,1,1,1,1
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,31.822,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,27.994,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,27.717,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,24.185,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,34.648,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,26.072,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,31.121,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,24.853,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,25.489,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,25.796,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,25.399,1,2,2,2,2,2,2
FF_Site1,2005,5/10/05,2005_63,Pocong,Inside,"Krakal Besar, Krakal Kecil dan Karang Kapal",Parang,Caesio cuning,NA,574.4,25.552,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,30.513,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,32.138,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,28.617,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,22.755,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,19.992,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,32.694,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,21.582,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_66,Gillnet,Inside,Taka Bak,Kemujan,Caesio cuning,NA,212,15.307,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_69,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,15,32.24,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_69,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,15,19.582,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_69,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,15,18.656,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_69,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,15,17.312,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_69,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,15,18.947,1,2,2,2,2,2,2
FF_Site1,2005,5/11/05,2005_72,Handline,Inside,Selatan Karang Kapal,Parang,Caesio cuning,NA,11,25.601,1,1,1,1,1,1,1
FF_Site1,2005,5/11/05,2005_72,Handline,Inside,Selatan Karang Kapal,Parang,Caesio cuning,NA,11,25.523,1,1,1,1,1,1,1
FF_Site1,2005,5/11/05,2005_72,Handline,Inside,Selatan Karang Kapal,Parang,Caesio cuning,NA,11,20.634,1,1,1,1,1,1,1
FF_Site1,2005,5/12/05,2005_73,Pocong,Inside,Utara Menyawakan,Karimunjawa,Caesio cuning,NA,4,23.09,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_73,Pocong,Inside,Utara Menyawakan,Karimunjawa,Caesio cuning,NA,4,24.232,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_73,Pocong,Inside,Utara Menyawakan,Karimunjawa,Caesio cuning,NA,4,23.884,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_73,Pocong,Inside,Utara Menyawakan,Karimunjawa,Caesio cuning,NA,4,26.179,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_73,Pocong,Inside,Utara Menyawakan,Karimunjawa,Caesio cuning,NA,4,25.854,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_73,Pocong,Inside,Utara Menyawakan,Karimunjawa,Caesio cuning,NA,4,29.925,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_73,Pocong,Inside,Utara Menyawakan,Karimunjawa,Caesio cuning,NA,4,30.82,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_75,Handline,Outside,Selatan Gundul,Kemujan,Plectropomus oligacanthus,NA,5.7,44.726,1,1,1,1,1,1,1
FF_Site1,2005,5/12/05,2005_75,Handline,Outside,Selatan Gundul,Kemujan,Plectropomus oligacanthus,NA,5.7,39.93,1,1,1,1,1,1,1
FF_Site1,2005,5/12/05,2005_75,Handline,Outside,Selatan Gundul,Kemujan,Plectropomus oligacanthus,NA,5.7,52.341,1,1,1,1,1,1,1
FF_Site1,2005,5/12/05,2005_75,Handline,Outside,Selatan Gundul,Kemujan,Plectropomus oligacanthus,NA,5.7,52.465,1,1,1,1,1,1,1
FF_Site1,2005,5/12/05,2005_77,Trap,Inside,Timur geleang,Karimunjawa,Plectropomus oligacanthus,NA,2.3,50.445,1,2,2,2,2,2,2
FF_Site1,2005,5/12/05,2005_77,Trap,Inside,Timur geleang,Karimunjawa,Plectropomus oligacanthus,NA,2.3,44.205,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_80,Trap,Inside,"Timur Cemara Besar, Barat Menyawakan",Karimunjawa,Caesio cuning,NA,8.7,37.104,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_80,Trap,Inside,"Timur Cemara Besar, Barat Menyawakan",Karimunjawa,Caesio cuning,NA,8.7,30.47,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_80,Trap,Inside,"Timur Cemara Besar, Barat Menyawakan",Karimunjawa,Caesio cuning,NA,8.7,31.845,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_80,Trap,Inside,"Timur Cemara Besar, Barat Menyawakan",Karimunjawa,Caesio cuning,NA,8.7,41.917,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_80,Trap,Inside,"Timur Cemara Besar, Barat Menyawakan",Karimunjawa,Caesio cuning,NA,8.7,35.054,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_80,Trap,Inside,"Timur Cemara Besar, Barat Menyawakan",Karimunjawa,Caesio cuning,NA,8.7,42.003,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_80,Trap,Inside,"Timur Cemara Besar, Barat Menyawakan",Karimunjawa,Caesio cuning,NA,8.7,40.974,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_81,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Caesio cuning,NA,6.7,33.628,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_81,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Plectropomus oligacanthus,NA,6.7,58.575,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_81,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Caesio cuning,NA,6.7,33.498,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_81,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Caesio cuning,NA,6.7,36.108,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_81,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Caesio cuning,NA,6.7,37.818,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_81,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Caesio cuning,NA,6.7,35.983,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_81,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Caesio cuning,NA,6.7,27.744,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,27.142,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,24.894,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,28.07,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,26.551,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,33.629,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,33.794,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,33.954,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,25.47,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_82,Pocong,Inside,Utara Burung,Karimunjawa,Caesio cuning,NA,117,29.762,1,2,2,2,2,2,2
FF_Site1,2005,5/14/05,2005_86,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,5.4,38.497,1,1,1,1,1,1,1
FF_Site1,2005,5/14/05,2005_86,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,5.4,76.955,1,1,1,1,1,1,1
FF_Site1,2005,5/14/05,2005_87,Handline,Inside,Barat Burung,Karimunjawa,Plectropomus oligacanthus,NA,5.4,61.627,1,1,1,1,1,1,1
FF_Site1,2005,5/14/05,2005_87,Handline,Inside,Barat Burung,Karimunjawa,Plectropomus oligacanthus,NA,5.4,61.975,1,1,1,1,1,1,1
FF_Site1,2005,5/14/05,2005_88,Trap,Inside,Barat Cemara Besar,Karimunjawa,Plectropomus leopardus,NA,22.5,76.696,1,2,2,2,2,2,2
FF_Site1,2005,5/15/05,2005_90,Trap,Inside,Barat Menjangan kecil,Karimunjawa,Plectropomus areolatus,NA,1.6,36.508,1,2,2,2,2,2,2
FF_Site1,2005,5/16/05,2005_95,Trap,Inside,Barat Burung,Karimunjawa,Plectropomus oligacanthus,NA,0.86,47.542,1,2,2,2,2,2,2
FF_Site1,2005,5/17/05,2005_97,Trap,Inside,Barat Cemara Besar,Karimunjawa,Caesio cuning,NA,11.5,32.187,1,2,2,2,2,2,2
FF_Site1,2005,5/17/05,2005_97,Trap,Inside,Barat Cemara Besar,Karimunjawa,Scarus ghobban,NA,11.5,32.689,1,2,2,2,2,2,2
FF_Site1,2005,5/17/05,2005_97,Trap,Inside,Barat Cemara Besar,Karimunjawa,Caesio cuning,NA,11.5,32.966,1,2,2,2,2,2,2
FF_Site1,2005,5/17/05,2005_97,Trap,Inside,Barat Cemara Besar,Karimunjawa,Caesio cuning,NA,11.5,31.847,1,2,2,2,2,2,2
FF_Site1,2005,5/18/05,2005_102,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Plectropomus leopardus,NA,8,24.882,1,2,2,2,2,2,2
FF_Site1,2005,5/18/05,2005_102,Trap,Inside,Selatan Ujung Gelam,Karimunjawa,Scarus ghobban,NA,8,18.855,1,2,2,2,2,2,2
FF_Site1,2005,5/18/05,2005_104,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,7.5,50.623,1,1,1,1,1,1,1
FF_Site1,2005,5/18/05,2005_104,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,7.5,43.937,1,1,1,1,1,1,1
FF_Site1,2005,5/18/05,2005_104,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,7.5,43.815,1,1,1,1,1,1,1
FF_Site1,2005,5/18/05,2005_104,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,7.5,58.573,1,1,1,1,1,1,1
FF_Site1,2005,5/18/05,2005_104,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,7.5,49.064,1,1,1,1,1,1,1
FF_Site1,2005,5/18/05,2005_104,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,7.5,48.903,1,1,1,1,1,1,1
FF_Site1,2005,5/18/05,2005_105,Trap,Inside,Barat Alang-alang,Karimunjawa,Plectropomus oligacanthus,NA,2.4,39.392,1,2,2,2,2,2,2
FF_Site1,2005,5/18/05,2005_105,Trap,Inside,Barat Alang-alang,Karimunjawa,Plectropomus oligacanthus,NA,2.4,38.429,1,2,2,2,2,2,2
FF_Site1,2005,5/19/05,2005_106,Trap,Inside,Timur Cemara Besar,Karimunjawa,Scarus ghobban,NA,5.1,30.355,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_110,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,7.8,21.093,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_110,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,7.8,31.246,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_110,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,7.8,14.944,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_110,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,7.8,20.312,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_110,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,7.8,19.526,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_110,Trap,Inside,Timur Cemara Besar,Karimunjawa,Caesio cuning,NA,7.8,32.668,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_111,Trap,Inside,"Barat P.Mrican, Gosong Tengah",Kemujan,Caesio cuning,NA,15.2,27.778,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_111,Trap,Inside,"Barat P.Mrican, Gosong Tengah",Kemujan,Caesio cuning,NA,15.2,32.823,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_111,Trap,Inside,"Barat P.Mrican, Gosong Tengah",Kemujan,Caesio cuning,NA,15.2,30.091,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_113,Gillnet,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,32.391,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_113,Gillnet,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,36.953,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_113,Gillnet,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,33.283,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_113,Gillnet,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,32.969,1,2,2,2,2,2,2
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,28.174,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,33.557,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,35.979,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,35.985,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,21.815,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,26.665,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,33.057,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,34.82,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Bolbometopon muricatum,NA,455,49.905,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_117,Muroami,Inside,"Timur Burung, Selatan Geleang, Barat Ujung Gelam",Karimunjawa,Caesio cuning,NA,455,20.267,1,18,18,18,18,18,18
FF_Site1,2005,5/21/05,2005_118,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,2.16,48.527,1,1,1,1,1,1,1
FF_Site1,2005,5/21/05,2005_118,Handline,Outside,Timur Genting,Karimunjawa,Plectropomus oligacanthus,NA,2.16,49.909,1,1,1,1,1,1,1
FF_Site1,2005,5/21/05,2005_120,Handline,Inside,Barat Karang Kapal,Parang,Caranx ignobilis,NA,10.5,61.951,1,1,1,1,1,1,1
FF_Site1,2005,9/17/05,2005_121,Gillnet,Inside,Timur Alang-alang,Karimunjawa,Scarus ghobban,NA,9.8,24.516,1,2,2,2,2,2,2
FF_Site1,2005,9/17/05,2005_121,Gillnet,Inside,Timur Alang-alang,Karimunjawa,Scarus ghobban,NA,9.8,28.703,1,2,2,2,2,2,2
FF_Site1,2005,9/17/05,2005_122,Pocong,Inside,"Barat Ujung Gelam, Selatan Burung",Karimunjawa,Caesio cuning,NA,27,18.126,1,2,2,2,2,2,2
FF_Site1,2005,9/17/05,2005_122,Pocong,Inside,"Barat Ujung Gelam, Selatan Burung",Karimunjawa,Caesio cuning,NA,27,21.132,1,2,2,2,2,2,2
FF_Site1,2005,9/17/05,2005_122,Pocong,Inside,"Barat Ujung Gelam, Selatan Burung",Karimunjawa,Caesio cuning,NA,27,25.124,1,2,2,2,2,2,2
FF_Site1,2005,9/17/05,2005_122,Pocong,Inside,"Barat Ujung Gelam, Selatan Burung",Karimunjawa,Caesio cuning,NA,27,25.659,1,2,2,2,2,2,2
